"","FIPS","lname","votes","totalvotes","state","county","pct"
"4564","44001","Trump",9745,27795,"rhode island","bristol",0.35060262637165
"4566","44003","Trump",41999,91111,"rhode island","kent",0.46096519629902
"4567","44005","Trump",15722,45207,"rhode island","newport",0.347777998982458
"4570","44007","Trump",102546,267543,"rhode island","providence",0.383287920072661
"4571","44009","Trump",29818,74366,"rhode island","washington",0.400962805583197
"4574","45001","Trump",8215,12316,"south carolina","abbeville",0.66701851250406
"4576","45003","Trump",51589,83864,"south carolina","aiken",0.615150720213679
"4577","45005","Trump",835,3553,"south carolina","allendale",0.235012665353223
"4580","45007","Trump",67565,94734,"south carolina","anderson",0.713207507336331
"4581","45009","Trump",2417,6427,"south carolina","bamberg",0.376069705928116
"4583","45011","Trump",5492,10212,"south carolina","barnwell",0.537798668233451
"4585","45013","Trump",53194,96613,"south carolina","beaufort",0.550588430128451
"4588","45015","Trump",57397,102620,"south carolina","berkeley",0.559315922822062
"4589","45017","Trump",4305,8210,"south carolina","calhoun",0.524360535931791
"4591","45019","Trump",93297,214782,"south carolina","charleston",0.43437997597564
"4594","45021","Trump",18043,25026,"south carolina","cherokee",0.720970191001359
"4595","45023","Trump",8660,15601,"south carolina","chester",0.555092622267803
"4598","45025","Trump",11297,18728,"south carolina","chesterfield",0.603214438274242
"4599","45027","Trump",8361,16611,"south carolina","clarendon",0.503341159472639
"4601","45029","Trump",10440,19042,"south carolina","colleton",0.548261737212478
"4603","45031","Trump",16832,32052,"south carolina","darlington",0.525146636715338
"4605","45033","Trump",6582,13018,"south carolina","dillon",0.50560762021816
"4608","45035","Trump",41913,75737,"south carolina","dorchester",0.553401903957115
"4610","45037","Trump",8184,13137,"south carolina","edgefield",0.622973281571135
"4612","45039","Trump",4625,12007,"south carolina","fairfield",0.385191971350046
"4613","45041","Trump",32615,63768,"south carolina","florence",0.511463429933509
"4616","45043","Trump",20487,36309,"south carolina","georgetown",0.564240271007188
"4617","45045","Trump",150021,253051,"south carolina","greenville",0.592848872361698
"4620","45047","Trump",19431,31576,"south carolina","greenwood",0.615372434760578
"4622","45049","Trump",3906,9229,"south carolina","hampton",0.423231119297865
"4624","45051","Trump",118821,178001,"south carolina","horry",0.667529957696867
"4625","45053","Trump",7078,14263,"south carolina","jasper",0.496249035967188
"4628","45055","Trump",20471,33170,"south carolina","kershaw",0.617154054868857
"4629","45057","Trump",30312,49249,"south carolina","lancaster",0.615484578367073
"4632","45059","Trump",20004,30163,"south carolina","laurens",0.663196631634784
"4634","45061","Trump",3008,8337,"south carolina","lee",0.360801247451122
"4636","45063","Trump",92817,142118,"south carolina","lexington",0.653098129723188
"4637","45065","Trump",2958,5645,"south carolina","mccormick",0.52400354295837
"4640","45067","Trump",5711,14583,"south carolina","marion",0.391620379894398
"4642","45069","Trump",5044,11334,"south carolina","marlboro",0.445032645138521
"4644","45071","Trump",11443,18401,"south carolina","newberry",0.621868376718657
"4645","45073","Trump",29698,40112,"south carolina","oconee",0.740376944555245
"4647","45075","Trump",13603,40898,"south carolina","orangeburg",0.33260795148907
"4650","45077","Trump",42907,56552,"south carolina","pickens",0.758717640401754
"4651","45079","Trump",58313,190883,"south carolina","richland",0.305490798028111
"4653","45081","Trump",6210,9173,"south carolina","saluda",0.676986809113703
"4656","45083","Trump",93560,146486,"south carolina","spartanburg",0.638695848067392
"4658","45085","Trump",21000,48379,"south carolina","sumter",0.434072634820893
"4659","45087","Trump",8183,13118,"south carolina","union",0.623799359658485
"4662","45089","Trump",5532,15821,"south carolina","williamsburg",0.349661841855761
"4664","45091","Trump",82727,141735,"south carolina","york",0.583673757364095
"4666","46003","Trump",1052,1369,"south dakota","aurora",0.768444119795471
"4668","46005","Trump",4808,6915,"south dakota","beadle",0.69530007230658
"4669","46007","Trump",694,1160,"south dakota","bennett",0.598275862068966
"4671","46009","Trump",2235,2956,"south dakota","bon homme",0.756089309878214
"4673","46011","Trump",8000,14110,"south dakota","brookings",0.566973777462792
"4676","46013","Trump",10580,17118,"south dakota","brown",0.618062857810492
"4677","46015","Trump",1750,2423,"south dakota","brule",0.722245150639703
"4679","46017","Trump",183,535,"south dakota","buffalo",0.342056074766355
"4682","46019","Trump",3731,4670,"south dakota","butte",0.798929336188437
"4683","46021","Trump",747,864,"south dakota","campbell",0.864583333333333
"4685","46023","Trump",2552,3729,"south dakota","charles mix",0.684365781710914
"4687","46025","Trump",1373,1810,"south dakota","clark",0.758563535911602
"4690","46027","Trump",2456,5539,"south dakota","clay",0.443401335981224
"4692","46029","Trump",8958,12795,"south dakota","codington",0.700117233294256
"4693","46031","Trump",647,1269,"south dakota","corson",0.509850275807723
"4696","46033","Trump",3852,5374,"south dakota","custer",0.71678451804987
"4697","46035","Trump",5613,8261,"south dakota","davison",0.679457692773272
"4699","46037","Trump",1869,2921,"south dakota","day",0.639849366655255
"4702","46039","Trump",1699,2308,"south dakota","deuel",0.736135181975737
"4704","46041","Trump",790,1921,"south dakota","dewey",0.411244143675169
"4705","46043","Trump",1468,1684,"south dakota","douglas",0.871733966745843
"4708","46045","Trump",1538,1955,"south dakota","edmunds",0.786700767263427
"4709","46047","Trump",2878,3931,"south dakota","fall river",0.732129229203765
"4711","46049","Trump",964,1162,"south dakota","faulk",0.82960413080895
"4713","46051","Trump",2618,3674,"south dakota","grant",0.712574850299401
"4715","46053","Trump",1771,2226,"south dakota","gregory",0.79559748427673
"4718","46055","Trump",1026,1131,"south dakota","haakon",0.907161803713528
"4719","46057","Trump",2372,3019,"south dakota","hamlin",0.785690626035111
"4721","46059","Trump",1433,1806,"south dakota","hand",0.793466223698782
"4723","46061","Trump",1793,2350,"south dakota","hanson",0.762978723404255
"4725","46063","Trump",748,797,"south dakota","harding",0.938519447929737
"4728","46065","Trump",5522,8475,"south dakota","hughes",0.651563421828909
"4729","46067","Trump",2944,3706,"south dakota","hutchinson",0.794387479762547
"4732","46069","Trump",564,700,"south dakota","hyde",0.805714285714286
"4734","46071","Trump",738,1097,"south dakota","jackson",0.672743846855059
"4736","46073","Trump",721,991,"south dakota","jerauld",0.727547931382442
"4737","46075","Trump",498,588,"south dakota","jones",0.846938775510204
"4740","46077","Trump",1904,2723,"south dakota","kingsbury",0.699228791773779
"4742","46079","Trump",3681,5749,"south dakota","lake",0.640285267002957
"4743","46081","Trump",8753,13290,"south dakota","lawrence",0.658615500376223
"4746","46083","Trump",19617,31598,"south dakota","lincoln",0.620830432305842
"4748","46085","Trump",1042,1567,"south dakota","lyman",0.664964901084876
"4750","46087","Trump",2068,2837,"south dakota","mccook",0.728939020091646
"4751","46089","Trump",1075,1297,"south dakota","mcpherson",0.828835774865073
"4753","46091","Trump",1287,2145,"south dakota","marshall",0.6
"4756","46093","Trump",9875,13160,"south dakota","meade",0.750379939209726
"4757","46095","Trump",449,747,"south dakota","mellette",0.601070950468541
"4760","46097","Trump",787,1107,"south dakota","miner",0.71093044263776
"4761","46099","Trump",49249,89731,"south dakota","minnehaha",0.54885156746275
"4763","46101","Trump",1951,3130,"south dakota","moody",0.62332268370607
"4766","46103","Trump",35063,55669,"south dakota","pennington",0.629847850688893
"4767","46105","Trump",1401,1640,"south dakota","perkins",0.854268292682927
"4770","46107","Trump",1139,1366,"south dakota","potter",0.833821376281113
"4771","46109","Trump",2404,4232,"south dakota","roberts",0.568052930056711
"4773","46111","Trump",905,1162,"south dakota","sanborn",0.778829604130809
"4775","46115","Trump",2104,3102,"south dakota","spink",0.678272082527402
"4778","46117","Trump",1203,1624,"south dakota","stanley",0.74076354679803
"4779","46119","Trump",726,911,"south dakota","sully",0.796926454445664
"4782","46121","Trump",532,2495,"south dakota","todd",0.213226452905812
"4783","46123","Trump",2161,2656,"south dakota","tripp",0.813629518072289
"4785","46125","Trump",3290,4429,"south dakota","turner",0.742831338902687
"4787","46127","Trump",5944,8669,"south dakota","union",0.685661552658899
"4789","46129","Trump",1966,2531,"south dakota","walworth",0.776768075859344
"4792","46135","Trump",6581,10597,"south dakota","yankton",0.621024818344815
"4793","46137","Trump",404,885,"south dakota","ziebach",0.456497175141243
"4796","47001","Trump",23163,34896,"tennessee","anderson",0.66377235213205
"4798","47003","Trump",14317,18760,"tennessee","bedford",0.76316631130064
"4800","47005","Trump",5661,7187,"tennessee","benton",0.787672185891192
"4802","47007","Trump",4725,5696,"tennessee","bledsoe",0.829529494382023
"4804","47009","Trump",47195,65029,"tennessee","blount",0.72575312552861
"4806","47011","Trump",35194,45043,"tennessee","bradley",0.781342272939191
"4807","47013","Trump",12330,14768,"tennessee","campbell",0.834913326110509
"4809","47015","Trump",5190,6451,"tennessee","cannon",0.804526430010851
"4812","47017","Trump",9194,11752,"tennessee","carroll",0.782334921715453
"4813","47019","Trump",19873,24486,"tennessee","carter",0.811606632361349
"4815","47021","Trump",14328,19785,"tennessee","cheatham",0.724184988627748
"4818","47023","Trump",5951,7362,"tennessee","chester",0.808340124966042
"4819","47025","Trump",10598,12799,"tennessee","claiborne",0.828033440112509
"4821","47027","Trump",2733,3468,"tennessee","clay",0.788062283737024
"4823","47029","Trump",12182,14706,"tennessee","cocke",0.828369373045016
"4825","47031","Trump",17863,23567,"tennessee","coffee",0.757966648279374
"4827","47033","Trump",4673,6055,"tennessee","crockett",0.771758876961189
"4830","47035","Trump",25167,31895,"tennessee","cumberland",0.789057846057376
"4831","47037","Trump",99415,297261,"tennessee","davidson",0.334436740776624
"4833","47039","Trump",4229,5133,"tennessee","decatur",0.823884667835574
"4835","47041","Trump",6663,8410,"tennessee","de kalb",0.792271105826397
"4837","47043","Trump",17619,23717,"tennessee","dickson",0.742884850529156
"4839","47045","Trump",11766,14923,"tennessee","dyer",0.788447363130738
"4841","47047","Trump",15661,22661,"tennessee","fayette",0.691099245399585
"4843","47049","Trump",7403,8613,"tennessee","fentress",0.859514687100894
"4845","47051","Trump",13977,18840,"tennessee","franklin",0.74187898089172
"4847","47053","Trump",16245,22009,"tennessee","gibson",0.738107137989005
"4850","47055","Trump",9783,13081,"tennessee","giles",0.747878602553322
"4852","47057","Trump",8559,10022,"tennessee","grainger",0.854021153462383
"4853","47059","Trump",22185,27368,"tennessee","greene",0.81061824028062
"4855","47061","Trump",4795,5780,"tennessee","grundy",0.829584775086505
"4858","47063","Trump",18789,24286,"tennessee","hamblen",0.773655604051717
"4860","47065","Trump",91991,167351,"tennessee","hamilton",0.549688977060191
"4861","47067","Trump",2372,2734,"tennessee","hancock",0.867593269934162
"4863","47069","Trump",5760,9940,"tennessee","hardeman",0.579476861167002
"4866","47071","Trump",9556,11330,"tennessee","hardin",0.84342453662842
"4867","47073","Trump",20372,24441,"tennessee","hawkins",0.833517450186163
"4870","47075","Trump",3338,7338,"tennessee","haywood",0.454892341237394
"4872","47077","Trump",9797,11889,"tennessee","henderson",0.824039027672639
"4873","47079","Trump",11230,14777,"tennessee","henry",0.759964810177979
"4875","47081","Trump",7577,9707,"tennessee","hickman",0.780570722159266
"4877","47083","Trump",2715,3584,"tennessee","houston",0.757533482142857
"4879","47085","Trump",6116,8133,"tennessee","humphreys",0.751998032706258
"4882","47087","Trump",4106,5239,"tennessee","jackson",0.783737354456957
"4884","47089","Trump",18609,23254,"tennessee","jefferson",0.800249419454718
"4885","47091","Trump",6466,7708,"tennessee","johnson",0.838868707836015
"4888","47093","Trump",124339,215436,"tennessee","knox",0.577150522661022
"4889","47095","Trump",1492,2018,"tennessee","lake",0.739345887016848
"4891","47097","Trump",5672,8865,"tennessee","lauderdale",0.639819514946419
"4893","47099","Trump",15334,18529,"tennessee","lawrence",0.827567596740245
"4895","47101","Trump",4473,5541,"tennessee","lewis",0.807255008121278
"4897","47103","Trump",12258,15167,"tennessee","lincoln",0.808202017538076
"4900","47105","Trump",21684,28617,"tennessee","loudon",0.757731418387672
"4901","47107","Trump",18175,22532,"tennessee","mcminn",0.806630569856205
"4903","47109","Trump",9085,11028,"tennessee","mcnairy",0.823812114617338
"4906","47111","Trump",8095,9402,"tennessee","macon",0.860987024037439
"4908","47113","Trump",23922,42231,"tennessee","madison",0.566455921005896
"4910","47115","Trump",9873,13038,"tennessee","marion",0.757248044178555
"4912","47117","Trump",11029,14632,"tennessee","marshall",0.753758884636413
"4914","47119","Trump",31408,45794,"tennessee","maury",0.685854042014238
"4916","47121","Trump",4464,5472,"tennessee","meigs",0.815789473684211
"4918","47123","Trump",16742,20502,"tennessee","monroe",0.81660325821871
"4919","47125","Trump",42156,74582,"tennessee","montgomery",0.565230216406103
"4922","47127","Trump",2888,3461,"tennessee","moore",0.834440913030916
"4923","47129","Trump",6926,8087,"tennessee","morgan",0.856436255719055
"4926","47131","Trump",10790,13379,"tennessee","obion",0.806487779355707
"4928","47133","Trump",7911,9939,"tennessee","overton",0.795955327497736
"4929","47135","Trump",2775,3390,"tennessee","perry",0.81858407079646
"4931","47137","Trump",2373,2897,"tennessee","pickett",0.819123230928547
"4933","47139","Trump",6792,8284,"tennessee","polk",0.81989377112506
"4935","47141","Trump",23694,32848,"tennessee","putnam",0.721322454943984
"4938","47143","Trump",11031,13394,"tennessee","rhea",0.823577721367777
"4939","47145","Trump",19195,25229,"tennessee","roane",0.76083078996393
"4942","47147","Trump",24535,33225,"tennessee","robertson",0.738449962377728
"4943","47149","Trump",81373,140562,"tennessee","rutherford",0.578911796929469
"4946","47151","Trump",8004,8990,"tennessee","scott",0.890322580645161
"4948","47153","Trump",5846,7141,"tennessee","sequatchie",0.818652849740933
"4949","47155","Trump",33742,42437,"tennessee","sevier",0.795108042510074
"4951","47157","Trump",129543,374751,"tennessee","shelby",0.34567752987984
"4953","47159","Trump",7124,8922,"tennessee","smith",0.798475678099081
"4955","47161","Trump",4942,6172,"tennessee","stewart",0.800712896953986
"4958","47163","Trump",55774,73000,"tennessee","sullivan",0.764027397260274
"4959","47165","Trump",63404,91034,"tennessee","sumner",0.696487026825142
"4961","47167","Trump",20063,26895,"tennessee","tipton",0.745975088306377
"4964","47169","Trump",2930,3941,"tennessee","trousdale",0.743466125348896
"4965","47171","Trump",6593,8203,"tennessee","unicoi",0.803730342557601
"4968","47173","Trump",6777,8025,"tennessee","union",0.844485981308411
"4969","47175","Trump",2338,2882,"tennessee","van buren",0.811242192921582
"4971","47177","Trump",12323,16449,"tennessee","warren",0.749164082922974
"4973","47179","Trump",40120,58334,"tennessee","washington",0.687763568416361
"4975","47181","Trump",5795,6615,"tennessee","wayne",0.876039304610733
"4978","47183","Trump",10382,13393,"tennessee","weakley",0.775181064735309
"4979","47185","Trump",9587,11721,"tennessee","white",0.817933623410972
"4982","47187","Trump",86469,136630,"tennessee","williamson",0.632869794335066
"4983","47189","Trump",50149,72346,"tennessee","wilson",0.693182760622564
"4986","48001","Trump",15062,18996,"texas","anderson",0.792903769214572
"4987","48003","Trump",4937,5786,"texas","andrews",0.85326650535776
"4989","48005","Trump",25070,34206,"texas","angelina",0.73291235455768
"4991","48007","Trump",9210,12106,"texas","aransas",0.760779778622171
"4994","48009","Trump",4300,4746,"texas","archer",0.906026127265065
"4996","48011","Trump",1035,1110,"texas","armstrong",0.932432432432432
"4997","48013","Trump",12020,17885,"texas","atascosa",0.672071568353369
"5000","48015","Trump",11282,14213,"texas","austin",0.793780341940477
"5001","48017","Trump",1430,1837,"texas","bailey",0.778443113772455
"5004","48019","Trump",10050,12553,"texas","bandera",0.800605432964232
"5005","48021","Trump",20486,35938,"texas","bastrop",0.570037286437754
"5008","48023","Trump",1478,1657,"texas","baylor",0.891973445986723
"5010","48025","Trump",5999,9279,"texas","bee",0.646513632934583
"5011","48027","Trump",67113,123145,"texas","bell",0.544991676478948
"5014","48029","Trump",303871,744694,"texas","bexar",0.408048137892879
"5015","48031","Trump",5429,7334,"texas","blanco",0.740250886283065
"5017","48033","Trump",395,411,"texas","borden",0.961070559610706
"5020","48035","Trump",7446,8998,"texas","bosque",0.827517226050233
"5021","48037","Trump",27053,37745,"texas","bowie",0.716730692806994
"5024","48039","Trump",89939,151719,"texas","brazoria",0.592799847085731
"5025","48041","Trump",47456,82698,"texas","brazos",0.573847009601199
"5027","48043","Trump",2451,4702,"texas","brewster",0.521267545725223
"5029","48045","Trump",639,716,"texas","briscoe",0.892458100558659
"5031","48047","Trump",998,2468,"texas","brooks",0.404376012965964
"5034","48049","Trump",13681,15784,"texas","brown",0.866763811454638
"5035","48051","Trump",6740,8526,"texas","burleson",0.790523105794042
"5038","48053","Trump",18721,24336,"texas","burnet",0.769271860618014
"5040","48055","Trump",7975,14511,"texas","caldwell",0.54958307490869
"5042","48057","Trump",5640,7786,"texas","calhoun",0.724377087079373
"5043","48059","Trump",6006,6740,"texas","callahan",0.891097922848665
"5046","48061","Trump",48834,112566,"texas","cameron",0.433825489046426
"5048","48063","Trump",3626,5018,"texas","camp",0.722598644878438
"5049","48065","Trump",2747,3036,"texas","carson",0.904808959156785
"5051","48067","Trump",10979,13756,"texas","cass",0.798124454783367
"5053","48069","Trump",1601,2067,"texas","castro",0.774552491533624
"5055","48071","Trump",17343,21340,"texas","chambers",0.812699156513589
"5058","48073","Trump",15065,19261,"texas","cherokee",0.782150459477701
"5059","48075","Trump",1928,2233,"texas","childress",0.863412449619346
"5062","48077","Trump",5064,5678,"texas","clay",0.891863332159211
"5063","48079","Trump",806,982,"texas","cochran",0.820773930753564
"5066","48081","Trump",1565,1780,"texas","coke",0.879213483146067
"5068","48083","Trump",3640,4091,"texas","coleman",0.889758005377658
"5069","48085","Trump",252318,483263,"texas","collin",0.52211321785446
"5072","48087","Trump",1048,1203,"texas","collingsworth",0.87115544472153
"5073","48089","Trump",7440,9843,"texas","colorado",0.755867113684852
"5076","48091","Trump",62260,86629,"texas","comal",0.718696972145586
"5078","48093","Trump",5177,6029,"texas","comanche",0.858683032011942
"5080","48095","Trump",1058,1255,"texas","concho",0.843027888446215
"5081","48097","Trump",15579,18784,"texas","cooke",0.829376064735945
"5084","48099","Trump",15397,22939,"texas","coryell",0.671214961419417
"5085","48101","Trump",543,656,"texas","cottle",0.827743902439024
"5087","48103","Trump",1247,1488,"texas","crane",0.838037634408602
"5089","48105","Trump",1219,1563,"texas","crockett",0.779910428662828
"5092","48107","Trump",1396,1923,"texas","crosby",0.725949037961518
"5093","48109","Trump",415,853,"texas","culberson",0.48651817116061
"5095","48111","Trump",1386,1582,"texas","dallam",0.876106194690266
"5097","48113","Trump",307076,905652,"texas","dallas",0.339066219695866
"5099","48115","Trump",2951,3759,"texas","dawson",0.785049215216813
"5102","48117","Trump",3293,4556,"texas","deaf smith",0.722783143107989
"5103","48119","Trump",2157,2560,"texas","delta",0.842578125
"5106","48121","Trump",222480,411175,"texas","denton",0.541083480269958
"5108","48123","Trump",6567,8061,"texas","de witt",0.814663193152214
"5110","48125","Trump",850,980,"texas","dickens",0.86734693877551
"5112","48127","Trump",1384,3648,"texas","dimmit",0.379385964912281
"5114","48129","Trump",1438,1636,"texas","donley",0.878973105134474
"5116","48131","Trump",2442,5015,"texas","duval",0.486939182452642
"5118","48133","Trump",7216,8198,"texas","eastland",0.880214686508905
"5119","48135","Trump",32586,43896,"texas","ector",0.742345544013122
"5121","48137","Trump",893,1059,"texas","edwards",0.843248347497639
"5123","48139","Trump",56651,84164,"texas","ellis",0.673102514139062
"5126","48141","Trump",81235,250036,"texas","el paso",0.324893215376986
"5127","48143","Trump",13669,16583,"texas","erath",0.824277874932159
"5130","48145","Trump",4177,6076,"texas","falls",0.687458854509546
"5131","48147","Trump",12150,14788,"texas","fannin",0.82161211793346
"5134","48149","Trump",10163,12813,"texas","fayette",0.793178802778428
"5136","48151","Trump",1448,1800,"texas","fisher",0.804444444444444
"5138","48153","Trump",1581,2018,"texas","floyd",0.783448959365709
"5140","48155","Trump",445,544,"texas","foard",0.818014705882353
"5141","48157","Trump",157595,352786,"texas","fort bend",0.446715572613426
"5143","48159","Trump",4153,4956,"texas","franklin",0.837974172719935
"5145","48161","Trump",6966,8595,"texas","freestone",0.810471204188482
"5147","48163","Trump",2812,5233,"texas","frio",0.537359067456526
"5149","48165","Trump",5323,5895,"texas","gaines",0.902968617472434
"5151","48167","Trump",93306,151553,"texas","galveston:main",0.615665806681491
"5152","48167","Trump",93306,151553,"texas","galveston:spit",0.615665806681491
"5155","48169","Trump",1411,1642,"texas","garza",0.85931790499391
"5158","48171","Trump",12495,15658,"texas","gillespie",0.797994635330183
"5159","48173","Trump",611,650,"texas","glasscock",0.94
"5161","48175","Trump",3081,3953,"texas","goliad",0.779408044523147
"5164","48177","Trump",5568,7462,"texas","gonzales",0.746180648619673
"5166","48179","Trump",6812,7632,"texas","gray",0.892557651991614
"5168","48181","Trump",43776,57999,"texas","grayson",0.75477163399369
"5169","48183","Trump",32352,47009,"texas","gregg",0.688208640898551
"5171","48185","Trump",9419,12250,"texas","grimes",0.768897959183673
"5173","48187","Trump",47423,76129,"texas","guadalupe",0.622929501241314
"5175","48189","Trump",7162,9433,"texas","hale",0.759249443443231
"5178","48191","Trump",992,1159,"texas","hall",0.855910267471959
"5179","48193","Trump",3613,4254,"texas","hamilton",0.849318288669488
"5182","48195","Trump",1848,2014,"texas","hansford",0.917576961271102
"5184","48197","Trump",1330,1571,"texas","hardeman",0.846594525779758
"5185","48199","Trump",23806,27255,"texas","hardin",0.873454412034489
"5188","48201","Trump",700630,1618823,"texas","harris",0.432802103750688
"5189","48203","Trump",21318,29130,"texas","harrison",0.731822863027806
"5191","48205","Trump",1866,2061,"texas","hartley",0.905385735080058
"5193","48207","Trump",1837,2190,"texas","haskell",0.838812785388128
"5196","48209","Trump",47427,106640,"texas","hays",0.444739309827457
"5197","48211","Trump",1486,1692,"texas","hemphill",0.878250591016548
"5199","48213","Trump",28816,35864,"texas","henderson",0.803479812625474
"5201","48215","Trump",90527,218726,"texas","hidalgo",0.413883123176943
"5203","48217","Trump",11869,14698,"texas","hill",0.807524833310654
"5206","48219","Trump",6534,8015,"texas","hockley",0.815221459762944
"5207","48221","Trump",26487,32128,"texas","hood",0.824421065737052
"5210","48223","Trump",12713,15756,"texas","hopkins",0.806867225184057
"5212","48225","Trump",7050,9362,"texas","houston",0.753044221320231
"5213","48227","Trump",7899,9916,"texas","howard",0.79659136748689
"5216","48229","Trump",771,1142,"texas","hudspeth",0.675131348511384
"5218","48231","Trump",29135,38014,"texas","hunt",0.766428158047035
"5220","48233","Trump",7659,8616,"texas","hutchinson",0.888927576601671
"5221","48235","Trump",759,879,"texas","irion",0.863481228668942
"5224","48237","Trump",3415,3746,"texas","jack",0.911639081687133
"5226","48239","Trump",5116,6134,"texas","jackson",0.834039778284969
"5228","48241","Trump",12453,15359,"texas","jasper",0.810794973631096
"5230","48243","Trump",783,1284,"texas","jeff davis",0.60981308411215
"5232","48245","Trump",47535,93557,"texas","jefferson",0.508085979670148
"5233","48247","Trump",831,2028,"texas","jim hogg",0.409763313609467
"5236","48249","Trump",7389,13414,"texas","jim wells",0.550842403459073
"5238","48251","Trump",54523,70941,"texas","johnson",0.768568246853019
"5239","48253","Trump",5621,6610,"texas","jones",0.850378214826021
"5242","48255","Trump",3959,5179,"texas","karnes",0.764433288279591
"5244","48257","Trump",37474,55764,"texas","kaufman",0.672010616168137
"5245","48259","Trump",20064,26072,"texas","kendall",0.769561215096655
"5248","48261","Trump",127,192,"texas","kenedy",0.661458333333333
"5250","48263","Trump",411,458,"texas","kent",0.897379912663755
"5251","48265","Trump",20858,27368,"texas","kerr",0.762130955860859
"5254","48267","Trump",1987,2271,"texas","kimble",0.874944958168208
"5255","48269","Trump",151,159,"texas","king",0.949685534591195
"5257","48271","Trump",1144,1590,"texas","kinney",0.719496855345912
"5259","48273","Trump",5557,10916,"texas","kleberg",0.509069256137779
"5262","48275","Trump",1180,1445,"texas","knox",0.816608996539792
"5263","48277","Trump",16698,21118,"texas","lamar",0.79069987688228
"5266","48279","Trump",3513,4348,"texas","lamb",0.807957681692732
"5267","48281","Trump",8070,10204,"texas","lampasas",0.790866326930615
"5270","48283","Trump",1335,2387,"texas","la salle",0.559279430247172
"5271","48285","Trump",8802,10135,"texas","lavaca",0.868475579674396
"5274","48287","Trump",6248,7993,"texas","lee",0.781683973476792
"5276","48289","Trump",7522,8594,"texas","leon",0.875261810565511
"5277","48291","Trump",23288,29067,"texas","liberty",0.801183472666598
"5280","48293","Trump",6786,8999,"texas","limestone",0.754083787087454
"5282","48295","Trump",1203,1334,"texas","lipscomb",0.901799100449775
"5284","48297","Trump",4198,5017,"texas","live oak",0.83675503288818
"5285","48299","Trump",9996,13163,"texas","llano",0.759401352275317
"5287","48301","Trump",60,64,"texas","loving",0.9375
"5289","48303","Trump",78560,118317,"texas","lubbock",0.663978971745396
"5292","48305","Trump",1853,2281,"texas","lynn",0.812362998684787
"5293","48307","Trump",2898,3388,"texas","mcculloch",0.855371900826446
"5295","48309","Trump",59432,95982,"texas","mclennan",0.619199433227063
"5297","48311","Trump",460,513,"texas","mcmullen",0.896686159844055
"5299","48313","Trump",4165,5249,"texas","madison",0.793484473232997
"5302","48315","Trump",3459,4790,"texas","marion",0.722129436325678
"5303","48317","Trump",1857,2145,"texas","martin",0.865734265734266
"5305","48319","Trump",2108,2674,"texas","mason",0.788332086761406
"5307","48321","Trump",9836,13562,"texas","matagorda",0.725261760802242
"5309","48323","Trump",6881,15205,"texas","maverick",0.452548503781651
"5311","48325","Trump",15599,22330,"texas","medina",0.698566950291088
"5314","48327","Trump",819,1015,"texas","menard",0.806896551724138
"5315","48329","Trump",45463,57721,"texas","midland",0.787633616881204
"5318","48331","Trump",7950,10425,"texas","milam",0.762589928057554
"5319","48333","Trump",2214,2485,"texas","mills",0.890945674044266
"5321","48335","Trump",2169,2566,"texas","mitchell",0.845284489477786
"5324","48337","Trump",8613,9710,"texas","montague",0.8870236869207
"5325","48339","Trump",193224,267479,"texas","montgomery",0.722389421225592
"5327","48341","Trump",4356,5415,"texas","moore",0.804432132963989
"5330","48343","Trump",3841,5505,"texas","morris",0.697729336966394
"5331","48345","Trump",604,650,"texas","motley",0.929230769230769
"5334","48347","Trump",17359,26348,"texas","nacogdoches",0.658835585243662
"5335","48349","Trump",13787,18884,"texas","navarro",0.730088964202499
"5337","48351","Trump",4882,6057,"texas","newton",0.80600957569754
"5339","48353","Trump",4127,5288,"texas","nolan",0.780446293494705
"5341","48355","Trump",64467,125216,"texas","nueces",0.51484634551495
"5343","48357","Trump",2811,3113,"texas","ochiltree",0.902987471892066
"5345","48359","Trump",917,998,"texas","oldham",0.918837675350701
"5347","48361","Trump",29170,35524,"texas","orange",0.821135007318996
"5349","48363","Trump",10170,12347,"texas","palo pinto",0.823681866040334
"5352","48365","Trump",9322,11379,"texas","panola",0.819228403198875
"5353","48367","Trump",61584,74373,"texas","parker",0.828042434754548
"5356","48369","Trump",2133,2621,"texas","parmer",0.813811522319725
"5358","48371","Trump",3213,4591,"texas","pecos",0.699847527771727
"5360","48373","Trump",18496,23849,"texas","polk",0.775546144492432
"5362","48375","Trump",22732,32599,"texas","potter",0.697322003742446
"5364","48377","Trump",721,2184,"texas","presidio",0.330128205128205
"5366","48379","Trump",5147,5988,"texas","rains",0.859552438209753
"5368","48381","Trump",50597,63347,"texas","randall",0.798727642982304
"5370","48383","Trump",942,1114,"texas","reagan",0.845601436265709
"5371","48385","Trump",1643,1963,"texas","real",0.836984207845135
"5374","48387","Trump",4513,5757,"texas","red river",0.783915233628626
"5376","48389","Trump",2249,3643,"texas","reeves",0.617348339280813
"5377","48391","Trump",2210,3318,"texas","refugio",0.666063893911995
"5380","48393","Trump",529,546,"texas","roberts",0.968864468864469
"5382","48395","Trump",5631,7990,"texas","robertson",0.704755944931164
"5384","48397","Trump",38842,56991,"texas","rockwall",0.681546209050552
"5385","48399","Trump",3682,4213,"texas","runnels",0.87396154759079
"5387","48401","Trump",16511,21135,"texas","rusk",0.781215992429619
